question_id,subject,topic,difficulty_level,question_text,option_a,option_b,option_c,option_d,correct_option,expected_time_sec
Q01708,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01709,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01710,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01711,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01712,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,is,He,A,90
Q01713,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01714,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01715,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01716,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,is,He,No error,D,90
Q01717,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01718,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Scarce,Limited,B,40
Q01719,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She has finished the work,She had finish the work,C,25
Q01720,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She finishing the work,She have finished the work,She had finish the work,A,25
Q01721,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Plentiful,Limited,Scarce,B,40
Q01722,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01723,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01724,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01725,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01726,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Limited,Plentiful,D,40
Q01727,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01728,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01729,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Reduce,Widen,C,60
Q01730,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Reduce,Widen,Grow,B,60
Q01731,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01732,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,He,No error,senior to,C,90
Q01733,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Widen,Increase,Reduce,D,60
Q01734,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01735,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01736,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She finishing the work,She has finished the work,D,25
Q01737,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Grow,Increase,Widen,A,60
Q01738,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She have finished the work,She finishing the work,She had finish the work,A,25
Q01739,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01740,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She finishing the work,She had finish the work,She has finished the work,D,25
Q01741,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Plentiful,Limited,C,40
Q01742,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01743,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01744,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01745,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Increase,Reduce,D,60
Q01746,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Scarce,Limited,A,40
Q01747,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,is,He,A,90
Q01748,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01749,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,is,He,senior to,A,90
Q01750,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She have finished the work,She finishing the work,A,25
Q01751,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Increase,Reduce,D,60
Q01752,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01753,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01754,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01755,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,is,No error,senior to,C,90
Q01756,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,is,senior to,He,A,90
Q01757,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Increase,Grow,B,60
Q01758,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Rare,Plentiful,Scarce,C,40
Q01759,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Widen,Grow,Reduce,D,60
Q01760,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Limited,Rare,B,40
Q01761,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Reduce,Increase,C,60
Q01762,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She finishing the work,She have finished the work,She had finish the work,A,25
Q01763,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Grow,Increase,Reduce,D,60
Q01764,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She have finished the work,She finishing the work,She has finished the work,D,25
Q01765,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',senior to,is,He,No error,D,90
Q01766,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01767,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Reduce,Increase,Widen,B,60
Q01768,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She has finished the work,She had finish the work,She finishing the work,B,25
Q01769,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,No error,He,C,90
Q01770,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Scarce,Plentiful,D,40
Q01771,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Reduce,Widen,C,60
Q01772,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Grow,Increase,A,60
Q01773,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,He,senior to,is,A,90
Q01774,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She has finished the work,She finishing the work,She had finish the work,B,25
Q01775,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Scarce,Rare,A,40
Q01776,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Widen,Reduce,Grow,Increase,B,60
Q01777,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Limited,Rare,Plentiful,D,40
Q01778,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,No error,senior to,He,B,90
Q01779,English,Grammar/Vocabulary,1,Choose the correct sentence.,She have finished the work,She finishing the work,She has finished the work,She had finish the work,C,25
Q01780,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She have finished the work,She had finish the work,She finishing the work,A,25
Q01781,English,Grammar/Vocabulary,2,Choose the correct sentence.,She has finished the work,She had finish the work,She have finished the work,She finishing the work,A,25
Q01782,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01783,English,Grammar/Vocabulary,1,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01784,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01785,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Plentiful,Rare,Scarce,B,40
Q01786,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,No error,He,C,90
Q01787,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Limited,Rare,Scarce,A,40
Q01788,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,He,senior to,is,A,90
Q01789,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She have finished the work,She has finished the work,She finishing the work,C,25
Q01790,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Reduce,Increase,Widen,B,60
Q01791,English,Grammar/Vocabulary,2,Choose the correct sentence.,She have finished the work,She had finish the work,She finishing the work,She has finished the work,D,25
Q01792,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Reduce,Widen,Increase,Grow,A,60
Q01793,English,Grammar/Vocabulary,1,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01794,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Rare,Plentiful,Limited,C,40
Q01795,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01796,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Widen,Increase,Reduce,D,60
Q01797,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01798,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01799,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Limited,Scarce,A,40
Q01800,English,Grammar/Vocabulary,1,Choose the correct sentence.,She has finished the work,She had finish the work,She finishing the work,She have finished the work,A,25
Q01801,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Rare,Plentiful,D,40
Q01802,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She have finished the work,She had finish the work,She has finished the work,D,25
Q01803,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Increase,Grow,Widen,Reduce,D,60
Q01804,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Plentiful,Rare,C,40
Q01805,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Plentiful,Rare,Limited,Scarce,A,40
Q01806,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She have finished the work,She has finished the work,D,25
Q01807,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01808,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',He,senior to,is,No error,D,90
Q01809,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Limited,Scarce,Plentiful,Rare,C,40
Q01810,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',is,senior to,No error,He,C,90
Q01811,English,Grammar/Vocabulary,4,Choose the antonym of 'Expand'.,Grow,Increase,Reduce,Widen,C,60
Q01812,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Scarce,Plentiful,Rare,Limited,B,40
Q01813,English,Grammar/Vocabulary,2,Choose the correct sentence.,She finishing the work,She had finish the work,She has finished the work,She have finished the work,C,25
Q01814,English,Grammar/Vocabulary,3,Choose the synonym of 'Abundant'.,Rare,Limited,Plentiful,Scarce,C,40
Q01815,English,Grammar/Vocabulary,2,Choose the correct sentence.,She had finish the work,She has finished the work,She have finished the work,She finishing the work,B,25
Q01816,English,Grammar/Vocabulary,5,Identify the error in the sentence: 'He is senior to me.',No error,senior to,is,He,A,90
